"Video_chamber_5 - Counts for TP, FN: Manual Vs JAABA
"
Tuples overlapping with test tuple,"(4676, 4808)",are:,"[(4672, 4809)]"
Tuples overlapping with test tuple,"(4976, 5075)",are:,"[(4976, 5075)]"
Tuples overlapping with test tuple,"(5534, 5660)",are:,"[(5535, 5659)]"
Tuples overlapping with test tuple,"(5970, 6059)",are:,"[(5989, 6057)]"
Tuples overlapping with test tuple,"(6368, 6515)",are:,"[(6374, 6510)]"
Tuples overlapping with test tuple,"(7202, 7308)",are:,"[(7206, 7320)]"
Tuples overlapping with test tuple,"(7527, 7624)",are:,"[(7525, 7631)]"
Tuples overlapping with test tuple,"(8311, 8414)",are:,"[(8320, 8414)]"
Tuples overlapping with test tuple,"(8782, 8929)",are:,"[(8784, 8927)]"
Tuples overlapping with test tuple,"(9229, 9449)",are:,"[(9252, 9457)]"
Tuples overlapping with test tuple,"(10158, 10264)",are:,"[(10159, 10265)]"
Tuples overlapping with test tuple,"(10419, 10554)",are:,"[(10417, 10554)]"
Tuples overlapping with test tuple,"(10764, 10923)",are:,"[(10760, 10923)]"
Tuples overlapping with test tuple,"(11111, 11288)",are:,"[(11109, 11287)]"
Tuples overlapping with test tuple,"(11505, 11602)",are:,"[(11499, 11600)]"
Tuples overlapping with test tuple,"(11810, 11917)",are:,"[(11810, 11919)]"
Tuples overlapping with test tuple,"(12135, 12305)",are:,"[(12136, 12306)]"
Tuples overlapping with test tuple,"(12467, 12602)",are:,"[(12463, 12601)]"
Tuples overlapping with test tuple,"(12717, 12860)",are:,"[(12722, 12863)]"
Tuples overlapping with test tuple,"(13008, 13162)",are:,"[(13010, 13170)]"
Tuples overlapping with test tuple,"(13420, 13570)",are:,"[(13421, 13571)]"
Tuples overlapping with test tuple,"(13647, 13798)",are:,"[(13650, 13795)]"
Tuples overlapping with test tuple,"(14172, 15540)",are:,"[(14166, 15539)]"
Tuples overlapping with test tuple,"(15631, 16009)",are:,"[(15642, 16008)]"
Tuples overlapping with test tuple,"(16158, 16312)",are:,"[(16158, 16302)]"
Tuples overlapping with test tuple,"(16342, 16677)",are:,"[(16359, 16666)]"
Tuples overlapping with test tuple,"(16758, 16995)",are:,"[(16758, 17025)]"
Tuples overlapping with test tuple,"(17053, 17201)",are:,"[(17054, 17203)]"
Tuples overlapping with test tuple,"(17326, 18265)",are:,"[(17333, 18266)]"
Tuples overlapping with test tuple,"(18307, 18498)",are:,"[(18303, 18496)]"
Tuples overlapping with test tuple,"(18525, 18677)",are:,"[(18531, 18744)]"
Tuples overlapping with test tuple,"(18694, 18741)",are:,"[(18531, 18744)]"
Tuples overlapping with test tuple,"(18833, 18900)",are:,"[(18807, 18892)]"
Tuples overlapping with test tuple,"(18948, 18992)",are:,"[(18947, 18993)]"
Tuples overlapping with test tuple,"(19409, 19458)",are:,"[(19408, 19458)]"
Tuples overlapping with test tuple,"(19570, 19590)",are:,"[(19567, 19587)]"
Tuples overlapping with test tuple,"(20010, 20039)",are:,"[(20022, 20040)]"
